8, Jackson Smith, Amazon, 7J3Ibu2E, 392.5680897020966, Truck has more crates to unload.
63, Lyndon Howard, Fast Delivery, d18lG8yV, 180.69720158995128, Truck has more crates to unload.
64, Eric Dodd, Amazon, KAHPDP3V, 166.67605927383272, Truck has more crates to unload.
64, Lyndon Howard, Fast Delivery, ginFiDb4, 412.956689645207, Truck has more crates to unload.
65, Eric Dodd, Amazon, rH1RLg53, 228.86740284030535, Truck has more crates to unload.
65, Lyndon Howard, Fast Delivery, Fn82g4g9, 389.6109927238803, Truck has more crates to unload.
66, Eric Dodd, Amazon, KKIRokBO, 378.46283978379637, Truck has more crates to unload.
66, Lyndon Howard, Fast Delivery, nIEtYkzI, 256.7703238540484, Truck has more crates to unload.
67, Eric Dodd, Amazon, f91zE4Ou, 57.67768629511422, Truck was unloaded new truck in dock already.
67, Lyndon Howard, Fast Delivery, mxdgKhMF, 351.0130837469145, Truck has more crates to unload.
68, Kyle Mosley, FedEx, xiMPAmfa, 108.41070035219715, Truck has more crates to unload.
68, Lyndon Howard, Fast Delivery, sgsTUi0W, 286.9614238165729, Truck has more crates to unload.
69, Kyle Mosley, FedEx, KoUwfulH, 51.48218561100583, Truck has more crates to unload.
69, Lyndon Howard, Fast Delivery, 8ZbIuYKo, 481.7841623265102, Truck has more crates to unload.
70, Kyle Mosley, FedEx, gYOGAkPG, 60.526030054795115, Truck has more crates to unload.
70, Lyndon Howard, Fast Delivery, CaEso0lL, 245.4737106189642, Truck has more crates to unload.
71, Kyle Mosley, FedEx, cRrVkhSB, 359.7625626909159, Truck has more crates to unload.
71, Lyndon Howard, Fast Delivery, ESfhdBdt, 186.81873524655788, Truck has more crates to unload.
72, Kyle Mosley, FedEx, 9guMFghT, 195.81892674741485, Truck has more crates to unload.
72, Lyndon Howard, Fast Delivery, GgpwgxWM, 371.24218311647127, Truck has more crates to unload.
73, Kyle Mosley, FedEx, SG2MxTee, 324.289885442204, Truck has more crates to unload.
73, Lyndon Howard, Fast Delivery, dVeALNfL, 278.68851120378974, Truck has more crates to unload.
74, Kyle Mosley, FedEx, KxPBFHzD, 301.08148259173265, Truck has more crates to unload.
74, Lyndon Howard, Fast Delivery, kzBU3LPo, 493.7407198980533, Truck has more crates to unload.
75, Kyle Mosley, FedEx, JtEm02wf, 133.69376742115455, Truck has more crates to unload.
75, Lyndon Howard, Fast Delivery, 79t0Momk, 185.00100328395254, Truck has more crates to unload.
76, Kyle Mosley, FedEx, nNFkwNtK, 145.7353839870835, Truck has more crates to unload.
76, Lyndon Howard, Fast Delivery, xd6urmVY, 271.7951904391672, Truck has more crates to unload.
77, Kyle Mosley, FedEx, 72fpXiOH, 480.0422052562457, Truck has more crates to unload.
77, Lyndon Howard, Fast Delivery, ggltKSyw, 313.2307981006755, Truck has more crates to unload.
78, Kyle Mosley, FedEx, muRlSKWL, 121.36131868522298, Truck has more crates to unload.
78, Lyndon Howard, Fast Delivery, fZdmxAxA, 394.8440729494777, Truck was unloaded new truck in dock already.
79, Kyle Mosley, FedEx, 30KoCkAv, 389.5636815581432, Truck was unloaded new truck in dock already.
79, Matthew Fulkerson, Amazon, CTVsXxbp, 110.96140021176976, Truck has more crates to unload.
80, Tyree Howard, Kilgore's Delivery, h49aiw9u, 485.80341878015207, Truck has more crates to unload.
80, Matthew Fulkerson, Amazon, GoUmrBF8, 154.83577381642897, Truck has more crates to unload.
81, Tyree Howard, Kilgore's Delivery, AzLI4ofn, 179.74983506924076, Truck has more crates to unload.
81, Matthew Fulkerson, Amazon, moTy9mNo, 497.5130981955816, Truck has more crates to unload.
82, Tyree Howard, Kilgore's Delivery, 1FMcnvDe, 77.01559373239562, Truck has more crates to unload.
82, Matthew Fulkerson, Amazon, Vfua0Dv0, 281.34103392071046, Truck has more crates to unload.
83, Tyree Howard, Kilgore's Delivery, Nx4PpL0r, 311.9978528724413, Truck was unloaded new truck in dock already.
83, Matthew Fulkerson, Amazon, 3Zf8KVKR, 453.86524244401687, Truck has more crates to unload.
84, Lyndon Whittemore, Kilgore's Delivery, CAMMBlRL, 140.96881663869857, Truck has more crates to unload.
84, Matthew Fulkerson, Amazon, LozZYfgK, 210.95849322372231, Truck has more crates to unload.
85, Lyndon Whittemore, Kilgore's Delivery, t5i2YXhk, 95.4199959683981, Truck has more crates to unload.
85, Matthew Fulkerson, Amazon, XxmWsDMU, 407.6426468283328, Truck has more crates to unload.
86, Lyndon Whittemore, Kilgore's Delivery, A0tzynVk, 194.4114410529937, Truck has more crates to unload.
86, Matthew Fulkerson, Amazon, I13lGUnv, 84.42888611692047, Truck has more crates to unload.
87, Lyndon Whittemore, Kilgore's Delivery, sNnWaSPI, 200.81303392678137, Truck was unloaded no more trucks to unload.
87, Matthew Fulkerson, Amazon, oOzBZJMX, 206.31514340826203, Truck has more crates to unload.
88, Matthew Fulkerson, Amazon, d7TvISkI, 253.5104865546797, Truck has more crates to unload.
89, Matthew Fulkerson, Amazon, h7ffHCn9, 136.7146588462041, Truck has more crates to unload.
90, Matthew Fulkerson, Amazon, KlL0HS8F, 184.63077968302957, Truck has more crates to unload.
91, Matthew Fulkerson, Amazon, yOWgEg4Y, 459.99520201611426, Truck has more crates to unload.
92, Matthew Fulkerson, Amazon, fAKT3tao, 248.75948723423576, Truck has more crates to unload.
93, Matthew Fulkerson, Amazon, r6HLu8ac, 364.4466113154898, Truck has more crates to unload.
94, Matthew Fulkerson, Amazon, 2XlF660Y, 266.3594076536263, Truck has more crates to unload.
95, Matthew Fulkerson, Amazon, EmGECbUu, 344.8688506659589, Truck has more crates to unload.
96, Matthew Fulkerson, Amazon, chzGK9fv, 341.24665946011845, Truck has more crates to unload.
97, Matthew Fulkerson, Amazon, rHu29yS7, 110.95181996987108, Truck has more crates to unload.
98, Matthew Fulkerson, Amazon, nsK8ZCIG, 476.95717738452817, Truck has more crates to unload.
99, Matthew Fulkerson, Amazon, XkYgmEtT, 492.52682438372227, Truck was unloaded no more trucks to unload.
7, Jackson Mosley, FedEx, ZRANw6TU, 200.81559565530483, Truck has more crates to unload.
8, Jackson Mosley, FedEx, dkoecZYL, 420.8447346505927, Truck has more crates to unload.
8, Jackson Rogers, UPS, m5OSaFPl, 158.89087484100847, Truck has more crates to unload.
9, Jackson Mosley, FedEx, gGntn86a, 217.19940834197146, Truck has more crates to unload.
9, Jackson Rogers, UPS, 3UndmUvk, 146.63109917799795, Truck has more crates to unload.
10, Jackson Mosley, FedEx, T4X2kTSf, 353.26688837977576, Truck has more crates to unload.
10, Jackson Rogers, UPS, gy9PK6d2, 379.78891582401315, Truck has more crates to unload.
11, Jackson Mosley, FedEx, xs25xgFR, 397.6661225489996, Truck has more crates to unload.
11, Jackson Rogers, UPS, Pv4oFeZ7, 202.19687215246407, Truck has more crates to unload.
12, Jackson Mosley, FedEx, CkE4dJW2, 179.33753846182458, Truck has more crates to unload.
12, Jackson Rogers, UPS, gegByyov, 297.4891922894548, Truck has more crates to unload.
13, Jackson Mosley, FedEx, r336ksI0, 482.59217089551163, Truck was unloaded no more trucks to unload.
13, Jackson Rogers, UPS, RhogkuxP, 273.30404903035844, Truck has more crates to unload.
14, Jackson Rogers, UPS, ZB4xxgzR, 441.2134455282581, Truck has more crates to unload.
15, Jackson Rogers, UPS, WbgYXtD9, 183.49343155350144, Truck has more crates to unload.
15, Eric Mosley, Amazon, BiBX3gT3, 117.90627391943156, Truck has more crates to unload.
16, Jackson Rogers, UPS, u6h2SbrC, 110.04917589619971, Truck has more crates to unload.
16, Eric Mosley, Amazon, YhaLsvc6, 408.8909054055976, Truck has more crates to unload.
17, Jackson Rogers, UPS, h8eRVTPT, 348.72043429824845, Truck has more crates to unload.
17, Eric Mosley, Amazon, Ax382Xii, 97.27867580712274, Truck has more crates to unload.
18, Jordan Dodd, Kilgore's Delivery, 9X5UrSnt, 175.27430254239474, Truck has more crates to unload.
18, Jackson Rogers, UPS, 1gMKKR9J, 230.30822045453067, Truck has more crates to unload.
18, Eric Mosley, Amazon, w9aEIN0F, 300.9008259885768, Truck was unloaded no more trucks to unload.
19, Jordan Dodd, Kilgore's Delivery, LcggFyCb, 180.74168946244214, Truck has more crates to unload.
19, Jackson Rogers, UPS, fG1YNtGd, 319.0141335468458, Truck has more crates to unload.
20, Jordan Dodd, Kilgore's Delivery, AgWUGnWY, 334.8936716677393, Truck has more crates to unload.
20, Jackson Rogers, UPS, 4afKHOLb, 480.0992045812302, Truck has more crates to unload.
21, Jordan Dodd, Kilgore's Delivery, KsxEKVFt, 163.5040097073721, Truck has more crates to unload.
21, Jackson Rogers, UPS, hCB3hJsc, 448.04794272983975, Truck has more crates to unload.
21, Ash Chang, Fast Delivery, KskZWBaH, 416.3705174489998, Truck has more crates to unload.
22, Jordan Dodd, Kilgore's Delivery, vb1clnSg, 330.07991295638624, Truck has more crates to unload.
22, Jackson Rogers, UPS, m9ocdKpO, 484.830543926963, Truck has more crates to unload.
22, Ash Chang, Fast Delivery, kSkanewB, 64.29289300439729, Truck has more crates to unload.
23, Jordan Dodd, Kilgore's Delivery, xaAPDUP1, 192.30336589893764, Truck has more crates to unload.
23, Jackson Rogers, UPS, ktKVOi4o, 123.75524522371245, Truck was unloaded new truck in dock already.
23, Ash Chang, Fast Delivery, HtYZE9dn, 467.43235472277803, Truck has more crates to unload.
24, Jordan Dodd, Kilgore's Delivery, 4KAOxZfg, 342.98799354974216, Truck has more crates to unload.
24, Jackson Freeman, Fast Delivery, X26uG4Ez, 350.41393717226794, Truck has more crates to unload.
24, Ash Chang, Fast Delivery, XAfFM4bE, 268.56625738382587, Truck has more crates to unload.
25, Jordan Dodd, Kilgore's Delivery, 8FCkE3eT, 247.13661384701683, Truck has more crates to unload.
25, Jackson Freeman, Fast Delivery, x6nWVrXN, 147.56841180950528, Truck has more crates to unload.
25, Ash Chang, Fast Delivery, 0kKCC2GJ, 417.29368753129415, Truck has more crates to unload.
26, Jordan Dodd, Kilgore's Delivery, 7XAe1cAx, 189.1318290132729, Truck has more crates to unload.
26, Jackson Freeman, Fast Delivery, 3eMdbBAI, 85.97239423118685, Truck has more crates to unload.
26, Ash Chang, Fast Delivery, ut3XZfzy, 98.85059824378115, Truck has more crates to unload.
27, Jordan Dodd, Kilgore's Delivery, WKT1WR0H, 333.8769507437128, Truck has more crates to unload.
27, Jackson Freeman, Fast Delivery, R9ibnfAW, 242.78172618249965, Truck has more crates to unload.
27, Ash Chang, Fast Delivery, w9evrGoh, 358.5110045980555, Truck has more crates to unload.
28, Jordan Dodd, Kilgore's Delivery, 0ZzOswgw, 115.34049443076847, Truck has more crates to unload.
28, Jackson Freeman, Fast Delivery, CY2TlllV, 184.65668671300722, Truck has more crates to unload.
28, Ash Chang, Fast Delivery, EKgATea2, 406.56072113308295, Truck has more crates to unload.
29, Jordan Dodd, Kilgore's Delivery, kz87WzTz, 399.30385545803847, Truck has more crates to unload.
29, Jackson Freeman, Fast Delivery, CSNPWEJE, 403.1498020028011, Truck has more crates to unload.
29, Ash Chang, Fast Delivery, MgeZmOKD, 333.63141259945303, Truck has more crates to unload.
30, Jordan Dodd, Kilgore's Delivery, YPopAEIA, 387.55715313855933, Truck has more crates to unload.
30, Jackson Freeman, Fast Delivery, XgKuSfIL, 295.56243012030325, Truck has more crates to unload.
30, Ash Chang, Fast Delivery, ktSLyKNn, 184.80584202933284, Truck has more crates to unload.
31, Jordan Dodd, Kilgore's Delivery, 90LeP0Fl, 121.66574993535653, Truck has more crates to unload.
31, Jackson Freeman, Fast Delivery, PnfkUEpL, 81.732268174444, Truck has more crates to unload.
31, Ash Chang, Fast Delivery, 1028NAhk, 301.8704869104137, Truck has more crates to unload.
32, Jordan Dodd, Kilgore's Delivery, 0v2HCPfb, 389.60661228494826, Truck has more crates to unload.
32, Jackson Freeman, Fast Delivery, dtgNYJIZ, 480.95223936877267, Truck has more crates to unload.
32, Ash Chang, Fast Delivery, T5u6ND9A, 100.16869712669669, Truck has more crates to unload.
33, Jordan Dodd, Kilgore's Delivery, iMkvax5f, 381.2743226847198, Truck has more crates to unload.
33, Jackson Freeman, Fast Delivery, WFcRZu3e, 110.71948069298432, Truck has more crates to unload.
33, Ash Chang, Fast Delivery, 5iNbU1O2, 252.83571600428598, Truck has more crates to unload.
34, Jordan Dodd, Kilgore's Delivery, K0VKVb9d, 251.6328468563046, Truck has more crates to unload.
34, Jackson Freeman, Fast Delivery, 1ZA0b63i, 197.1201849482034, Truck has more crates to unload.
34, Ash Chang, Fast Delivery, DGWFWYkK, 86.26641711764435, Truck has more crates to unload.
35, Jordan Dodd, Kilgore's Delivery, RibE8FKU, 215.1572719876135, Truck was unloaded new truck in dock already.
35, Jackson Freeman, Fast Delivery, CMXkLw3F, 450.60227111045447, Truck has more crates to unload.
35, Ash Chang, Fast Delivery, 7c64RTrW, 223.89258898926158, Truck has more crates to unload.
36, Matthew Chang, Kilgore's Delivery, PRMoE4sp, 420.41242228555444, Truck has more crates to unload.
36, Jackson Freeman, Fast Delivery, 7OFWub3W, 465.5079006331091, Truck has more crates to unload.
36, Ash Chang, Fast Delivery, iBdU0nuU, 366.9178564916204, Truck has more crates to unload.
37, Matthew Chang, Kilgore's Delivery, HLHbuWbL, 347.5217705839834, Truck has more crates to unload.
37, Jackson Freeman, Fast Delivery, khgL5ckS, 418.50498658474714, Truck has more crates to unload.
37, Ash Chang, Fast Delivery, poWCOdTL, 346.1500168261602, Truck has more crates to unload.
38, Matthew Chang, Kilgore's Delivery, S4Hh0vGY, 91.53282590185131, Truck has more crates to unload.
38, Jackson Freeman, Fast Delivery, XKENsCU1, 277.3534257211883, Truck has more crates to unload.
38, Ash Chang, Fast Delivery, v9S7U5At, 126.1961720240222, Truck has more crates to unload.
39, Matthew Chang, Kilgore's Delivery, Cz2K3SX5, 87.46160155724658, Truck has more crates to unload.
39, Jackson Freeman, Fast Delivery, BNWin2ge, 319.24739343744824, Truck has more crates to unload.
39, Ash Chang, Fast Delivery, VzVAgA9u, 125.35486239577784, Truck has more crates to unload.
40, Matthew Chang, Kilgore's Delivery, Dup49OIH, 450.38492432492626, Truck has more crates to unload.
40, Jackson Freeman, Fast Delivery, X8eKg9p5, 300.07092733378084, Truck has more crates to unload.
40, Ash Chang, Fast Delivery, Wg49tgKR, 136.8275339531747, Truck has more crates to unload.
41, Matthew Chang, Kilgore's Delivery, A2a2DAC6, 417.2163644860429, Truck has more crates to unload.
41, Jackson Freeman, Fast Delivery, ONdEzJNI, 355.6399390937546, Truck has more crates to unload.
41, Ash Chang, Fast Delivery, JZCkK0gB, 146.00447966969807, Truck was unloaded new truck in dock already.
42, Matthew Chang, Kilgore's Delivery, KrToMKx2, 50.86045161006873, Truck has more crates to unload.
42, Jackson Freeman, Fast Delivery, sFBtxXnh, 298.4256984316197, Truck has more crates to unload.
42, Jackson Smith, Amazon, gI69pBlA, 423.8679780581298, Truck has more crates to unload.
43, Matthew Chang, Kilgore's Delivery, C9wDMIkF, 54.71171003219048, Truck has more crates to unload.
43, Jackson Freeman, Fast Delivery, ocVlAYOY, 193.80559023767412, Truck has more crates to unload.
43, Jackson Smith, Amazon, LDxyCPTy, 122.50242371337688, Truck has more crates to unload.
44, Matthew Chang, Kilgore's Delivery, sGHzgbyp, 85.05339922599939, Truck has more crates to unload.
44, Jackson Freeman, Fast Delivery, PzwpzhTU, 388.0440814311733, Truck was unloaded new truck in dock already.
44, Jackson Smith, Amazon, Zm3ng0yJ, 120.60199309858636, Truck has more crates to unload.
45, Matthew Chang, Kilgore's Delivery, gzRfyiUD, 493.7369626960675, Truck was unloaded new truck in dock already.
45, Lyndon Freeman, Amazon, wRgPgkRC, 85.28847338147354, Truck has more crates to unload.
45, Jackson Smith, Amazon, zGpm8eVW, 92.5190391970975, Truck has more crates to unload.
46, Isaiah Freeman, FedEx, mWFX3yLJ, 256.8102287657164, Truck has more crates to unload.
46, Lyndon Freeman, Amazon, xlzaoiEV, 455.14993037405276, Truck has more crates to unload.
46, Jackson Smith, Amazon, 1flwTwgx, 108.5734562798942, Truck has more crates to unload.
47, Isaiah Freeman, FedEx, 6FHxcKfp, 498.07982109602926, Truck has more crates to unload.
47, Lyndon Freeman, Amazon, R85dlFHV, 482.3600933389597, Truck has more crates to unload.
47, Jackson Smith, Amazon, wuYJDRex, 344.85282302621437, Truck has more crates to unload.
48, Isaiah Freeman, FedEx, 1hU62cJm, 316.8608524020485, Truck has more crates to unload.
48, Lyndon Freeman, Amazon, 2TA17g7v, 63.62595627313481, Truck was unloaded new truck in dock already.
48, Jackson Smith, Amazon, Af2RY4It, 249.613843981739, Truck has more crates to unload.
49, Isaiah Freeman, FedEx, sDis4Mk0, 268.70402777659683, Truck has more crates to unload.
49, Matthew Smith, Amazon, v3f9xJcL, 93.35729785004165, Truck has more crates to unload.
49, Jackson Smith, Amazon, axZdF5vg, 396.9958186306032, Truck has more crates to unload.
50, Isaiah Freeman, FedEx, tzd8o2uf, 75.39295335878894, Truck has more crates to unload.
50, Matthew Smith, Amazon, 86uKaJmk, 63.46391349179427, Truck has more crates to unload.
50, Jackson Smith, Amazon, 2U0myMtm, 361.9558871064133, Truck has more crates to unload.
51, Isaiah Freeman, FedEx, J5Ar095l, 448.75072728920804, Truck has more crates to unload.
51, Matthew Smith, Amazon, mV7AkDw1, 442.27436902583275, Truck has more crates to unload.
51, Jackson Smith, Amazon, kfk7813V, 124.31880256809404, Truck has more crates to unload.
52, Isaiah Freeman, FedEx, i4WonCcB, 377.4700523313612, Truck has more crates to unload.
52, Matthew Smith, Amazon, DvKKhBIV, 435.2709857729731, Truck has more crates to unload.
52, Jackson Smith, Amazon, xBdp4BH3, 436.95114018317946, Truck has more crates to unload.
53, Isaiah Freeman, FedEx, O4J1BE7G, 265.67727230122574, Truck has more crates to unload.
53, Matthew Smith, Amazon, bk4CRilm, 164.8616730986348, Truck has more crates to unload.
53, Jackson Smith, Amazon, v21T4Ksz, 363.6531433106661, Truck has more crates to unload.
54, Isaiah Freeman, FedEx, 66ofenbr, 157.49940343205083, Truck has more crates to unload.
54, Matthew Smith, Amazon, n6IU6i8t, 427.1931652979773, Truck has more crates to unload.
